loss,accuracy,val_loss,val_accuracy
7.695981058821526,0.4974789619445801,0.6931767779035571,0.5021659731864929
7.710819030309836,0.4971781373023987,0.6931414537628109,0.5021659731864929
7.705290848631498,0.49753913283348083,0.6931539062449323,0.4978340268135071
7.712136879579649,0.4970337152481079,0.6933249353352628,0.5021659731864929
7.701196854706211,0.49782794713974,0.6931418503161618,0.5021659731864929
7.71412479072281,0.49697357416152954,0.6931538616504677,0.4978340268135071
7.718384860171616,0.49670881032943726,0.6939687825277487,0.4978340268135071
7.705628075333827,0.49751508235931396,0.693195387428432,0.4978340268135071
7.672488447799331,0.4996570348739624,0.6937450531082608,0.4978340268135071
7.691634917720842,0.49839353561401367,0.6932555776538416,0.5021659731864929
7.689016074414497,0.49861013889312744,0.693604053329127,0.5021659731864929
7.723914463668293,0.4963357746601105,0.6933858792599137,0.4978340268135071
7.679284648521373,0.499199777841568,0.6935109737794308,0.4978340268135071
7.700473953220951,0.4978760778903961,0.6946073643831643,0.4978340268135071
7.6986388126505085,0.4979723393917084,0.6943333217580823,0.4978340268135071
7.710978417070567,0.4971901774406433,0.6944225933582084,0.4978340268135071
7.70191348053913,0.49781590700149536,0.6991299020128614,0.4978340268135071
7.679859401077985,0.49918773770332336,0.7011376886492653,0.4978340268135071
7.700799236661858,0.49785199761390686,0.6967653844922976,0.4978340268135071
7.717807064426386,0.49674493074417114,0.6970457826892734,0.4978340268135071
7.6944089088311864,0.4982491135597229,0.6975289637371352,0.4978340268135071
7.719331611653224,0.49662458896636963,0.6986836858974497,0.4978340268135071
